"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado"
"5124","Wednesday",176,2014-04-16 14:30:48,2014-04-16 14:33:44,312,"Allen St & E Houston St",40.722055,-73.989111,361,"Allen St & Hester St",40.71605866,-73.99190759,17440,"Subscriber","1964",1,"0.602","10002","-1","17.1","-9999","33","0","45","5.8","10","41.8","-9999","0","0","0","0","0"
"5125","Thursday",229,2014-04-24 12:18:04,2014-04-24 12:21:53,328,"Watts St & Greenwich St",40.72405549,-74.00965965,348,"W Broadway & Spring St",40.72490985,-74.00154702,15868,"Subscriber","1973",1,"0.597","10013","3","12","-9999","18","0","55","8.1","10","-999","-9999","0","0","0","0","0"
"5126","Wednesday",339,2014-04-02 15:58:15,2014-04-02 16:03:54,335,"Washington Pl & Broadway",40.72903917,-73.99404649,433,"E 13 St & Avenue A",40.72955361,-73.98057249,14730,"Subscriber","1992",1,"1.207","10003","-29","41","-9999","71","0","50","4.6","10","-999","-9999","0","0","0","0","0"
"5127","Friday",152,2014-04-18 12:37:04,2014-04-18 12:39:36,351,"Front St & Maiden Ln",40.70530954,-74.00612572,316,"Fulton St & William St",40.70955958,-74.00653609,19270,"Subscriber","1974",1,"0.419","10005","-48","28","-9999","53","0","44.1","9.2","10","39","-9999","0","0","0","0","0"
"5128","Monday",180,2014-04-07 11:55:35,2014-04-07 11:58:35,355,"Bayard St & Baxter St",40.71602118,-73.99974372,79,"Franklin St & W Broadway",40.71911552,-74.00666661,21473,"Subscriber","1977",1,"0.671","10013","2","33.1","-9999","54","0","48.9","5.8","9","-999","-9999","0","0","0","0","0"
"5131","Thursday",343,2014-04-10 14:29:19,2014-04-10 14:35:02,355,"Bayard St & Baxter St",40.71602118,-73.99974372,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,15913,"Subscriber","1981",1,"1.121","10013","-7","21","-9999","25","0","57","10.4","10","-999","-9999","0","0","0","0","0"
"5132","Monday",365,2014-04-21 14:46:10,2014-04-21 14:52:15,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,348,"W Broadway & Spring St",40.72490985,-74.00154702,15749,"Subscriber","1985",1,"1.014","10014","1","21.9","-9999","19","0","64.9","5.8","10","-999","-9999","0","0","0","0","0"
"5133","Wednesday",346,2014-04-09 09:04:05,2014-04-09 09:09:51,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,377,"6 Ave & Canal St",40.72243797,-74.00566443,15749,"Subscriber","1987",1,"1.064","10014","-6","33.1","-9999","56","0","48","0","10","-999","-9999","0","0","0","0","0"
"5135","Friday",335,2014-04-18 12:14:28,2014-04-18 12:20:03,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,21638,"Subscriber","1987",1,"0.939","10014","12","28","-9999","53","0","44.1","9.2","10","39","-9999","0","0","0","0","0"
"5136","Monday",285,2014-04-28 11:32:01,2014-04-28 11:36:46,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,15859,"Subscriber","1983",1,"0.805","10001","-3","32","-9999","39","0","57","6.9","10","-999","-9999","0","0","0","0","0"
"5138","Tuesday",353,2014-04-08 15:54:27,2014-04-08 16:00:20,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,444,"Broadway & W 24 St",40.7423543,-73.98915076,18650,"Subscriber","1971",1,"0.936","10001","19","39.9","-9999","41","0","64","10.4","10","-999","-9999","0","0","0","0","0"
"5139","Wednesday",275,2014-04-16 16:09:37,2014-04-16 16:14:12,402,"Broadway & E 22 St",40.7403432,-73.98955109,294,"Washington Square E",40.73049393,-73.9957214,19145,"Subscriber","1992",1,"1.07","10010","0","17.1","-9999","29","0","48","3.5","10","-999","-9999","0","0","0","0","0"
"5140","Tuesday",309,2014-04-15 16:39:04,2014-04-15 16:44:13,402,"Broadway & E 22 St",40.7403432,-73.98955109,509,"9 Ave & W 22 St",40.7454973,-74.00197139,15782,"Subscriber","1979",1,"0.969","10010","-15","57","-9999","84","0","62.1","-9999","10","-999","-9999","0","0","0","0","0"
"5141","Monday",591,2014-04-21 14:14:27,2014-04-21 14:24:18,426,"West St & Chambers St",40.71754834,-74.01322069,212,"W 16 St & The High Line",40.74334935,-74.00681753,15164,"Subscriber","1983",1,"1.992","10282","1","21.9","-9999","19","0","64.9","5.8","10","-999","-9999","0","0","0","0","0"
"5142","Friday",372,2014-04-11 13:10:21,2014-04-11 13:16:33,426,"West St & Chambers St",40.71754834,-74.01322069,347,"W Houston St & Hudson St",40.72873888,-74.00748842,20178,"Subscriber","1988",1,"1.024","10282","36","41","-9999","35","0","70","8.1","10","-999","-9999","0","0","0","0","0"
"5144","Friday",217,2014-04-18 14:27:13,2014-04-18 14:30:50,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,379,"W 31 St & 7 Ave",40.749156,-73.9916,20567,"Subscriber","1975",1,"1.058","10011","10","28.9","-9999","50","0","46.9","5.8","10","-999","-9999","0","0","0","0","0"
"5145","Thursday",328,2014-04-17 09:31:25,2014-04-17 09:36:53,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,348,"W Broadway & Spring St",40.72490985,-74.00154702,18794,"Subscriber","1983",1,"0.887","10003","-3","19.9","-9999","48","0","37.9","12.7","10","30","-9999","0","0","0","0","0"
"5146","Tuesday",179,2014-04-22 12:44:12,2014-04-22 12:47:11,442,"W 27 St & 7 Ave",40.746647,-73.993915,444,"Broadway & W 24 St",40.7423543,-73.98915076,15688,"Subscriber","1986",1,"0.864","10001","12","44.1","-9999","44","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"5147","Friday",344,2014-04-11 14:41:06,2014-04-11 14:46:50,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,490,"8 Ave & W 33 St",40.751551,-73.993934,16743,"Subscriber","1969",1,"1.349","10019","-5","43","-9999","33","0","73.9","8.1","10","-999","-9999","0","0","0","0","0"
"5148","Friday",171,2014-04-18 16:58:22,2014-04-18 17:01:13,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,521,"8 Ave & W 31 St",40.75044999,-73.99481051,18563,"Subscriber","1967",1,"0.469","10011","-3","30","-9999","48","0","48.9","5.8","10","-999","-9999","0","0","0","0","0"
"5149","Friday",465,2014-04-04 16:40:47,2014-04-04 16:48:32,455,"1 Ave & E 44 St",40.75001986,-73.96905301,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,16817,"Subscriber","1966",1,"2.166","10017","32791","35.1","-9999","76","0","42.1","12.7","10","35.2","-9999","0","0","0","0","0"
"5150","Friday",612,2014-04-18 15:09:11,2014-04-18 15:19:23,455,"1 Ave & E 44 St",40.75001986,-73.96905301,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,18055,"Subscriber","1964",1,"2.108","10017","32774","28","-9999","48","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5151","Friday",63,2014-04-25 14:59:21,2014-04-25 15:00:24,455,"1 Ave & E 44 St",40.75001986,-73.96905301,516,"E 47 St & 1 Ave",40.75206862,-73.96784384,15069,"Subscriber","1971",1,"0.752","10017","0","19.9","-9999","21","0","60.1","6.9","10","-999","-9999","0","0","0","0","0"
"5152","Thursday",342,2014-04-17 15:19:59,2014-04-17 15:25:41,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,15803,"Subscriber","1961",1,"0.888","10011","16","25","-9999","41","0","48","5.8","10","-999","-9999","0","0","0","0","0"
"5153","Monday",245,2014-04-14 10:18:29,2014-04-14 10:22:34,466,"W 25 St & 6 Ave",40.74395411,-73.99144871,509,"9 Ave & W 22 St",40.7454973,-74.00197139,20281,"Subscriber","1976",1,"0.711","10010","-16","54","-9999","63","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"5154","Monday",550,2014-04-07 09:01:01,2014-04-07 09:10:11,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,281,"Grand Army Plaza & Central Park S",40.7643971,-73.97371465,15406,"Subscriber","1961",1,"1.397","10036","-32791","32","-9999","58","0","46","9.2","2.5","41.4","-9999","0","0","0","0","0"
"5155","Thursday",321,2014-04-24 11:04:11,2014-04-24 11:09:32,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,19783,"Subscriber","1986",1,"1.054","10011","35","12.9","-9999","22","0","51.1","12.7","10","-999","-9999","0","0","0","0","0"
"5156","Wednesday",122,2014-04-23 15:49:15,2014-04-23 15:51:17,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,463,"9 Ave & W 16 St",40.74206539,-74.00443172,16266,"Subscriber","1980",1,"0.496","10011","5","33.1","-9999","40","0","57","-9999","10","-999","-9999","0","0","0","0","0"
"5157","Tuesday",181,2014-04-08 12:16:08,2014-04-08 12:19:09,490,"8 Ave & W 33 St",40.751551,-73.993934,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,17379,"Subscriber","1971",1,"0.397","10001","-7","51.1","-9999","67","0","62.1","10.4","10","-999","-9999","0","0","0","0","0"
"5158","Wednesday",171,2014-04-16 14:51:52,2014-04-16 14:54:43,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,497,"E 17 St & Broadway",40.73704984,-73.99009296,15076,"Subscriber","1978",1,"0.492","10010","-20","17.1","-9999","33","0","45","5.8","10","41.8","-9999","0","0","0","0","0"
"5159","Thursday",204,2014-04-10 11:52:07,2014-04-10 11:55:31,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,14605,"Subscriber","1979",1,"0.572","10019","0","17.1","-9999","24","0","53.1","4.6","10","-999","-9999","0","0","0","0","0"
"5160","Wednesday",359,2014-04-23 14:28:42,2014-04-23 14:34:41,497,"E 17 St & Broadway",40.73704984,-73.99009296,442,"W 27 St & 7 Ave",40.746647,-73.993915,15844,"Subscriber","1981",1,"0.971","10003","-3","34","-9999","44","0","55.9","6.9","10","-999","-9999","0","0","0","0","0"
"5163","Tuesday",386,2014-04-22 16:14:49,2014-04-22 16:21:15,499,"Broadway & W 60 St",40.76915505,-73.98191841,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,17484,"Subscriber","1972",1,"1.277","10463","-3","45","-9999","42","0","69.1","5.8","10","-999","-9999","0","0","0","0","0"
"5164","Thursday",83,2014-04-03 11:48:26,2014-04-03 11:49:49,509,"9 Ave & W 22 St",40.7454973,-74.00197139,434,"9 Ave & W 18 St",40.74317449,-74.00366443,19916,"Subscriber","1963",1,"0.183","10011","4","27","-9999","37","0","53.1","0","10","-999","-9999","0","0","0","0","0"
"5165","Tuesday",83,2014-04-22 12:40:12,2014-04-22 12:41:35,509,"9 Ave & W 22 St",40.7454973,-74.00197139,434,"9 Ave & W 18 St",40.74317449,-74.00366443,18091,"Subscriber","1976",1,"0.183","10011","4","44.1","-9999","44","0","66.9","3.5","10","-999","-9999","0","0","0","0","0"
"5166","Wednesday",118,2014-04-09 15:42:34,2014-04-09 15:44:32,509,"9 Ave & W 22 St",40.7454973,-74.00197139,463,"9 Ave & W 16 St",40.74206539,-74.00443172,21320,"Subscriber","1974",1,"0.271","10011","12","23","-9999","26","0","57.9","12.7","10","-999","-9999","0","0","0","0","0"
"5168","Thursday",201,2014-04-17 14:16:58,2014-04-17 14:20:19,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,15135,"Subscriber","1989",1,"0.536","10019","32796","25","-9999","44","0","46","8.1","10","41.9","-9999","0","0","0","0","0"
"5169","Monday",105,2014-04-14 16:27:33,2014-04-14 16:29:18,511,"E 14 St & Avenue B",40.72938685,-73.97772429,504,"1 Ave & E 15 St",40.73221853,-73.98165557,20599,"Subscriber","1984",1,"0.368","10009","11","51.1","-9999","46","0","73","12.7","10","-999","-9999","0","0","0","0","0"
"5170","Friday",139,2014-04-04 09:44:55,2014-04-04 09:47:14,512,"W 29 St & 9 Ave",40.7500727,-73.99839279,509,"9 Ave & W 22 St",40.7454973,-74.00197139,18702,"Subscriber","1984",1,"0.383","10001","-8","35.1","-9999","74","0","43","8.1","10","38.2","-9999","0","0","0","0","0"
"5171","Tuesday",345,2014-04-01 12:16:58,2014-04-01 12:22:43,513,"W 56 St & 10 Ave",40.768254,-73.988639,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,16709,"Subscriber","1977",1,"1.696","10019","-32790","27","-9999","41","0","50","4.6","10","-999","-9999","0","0","0","0","0"
"5172","Wednesday",438,2014-04-09 09:54:04,2014-04-09 10:01:22,514,"12 Ave & W 40 St",40.76087502,-74.00277668,225,"W 14 St & The High Line",40.74195138,-74.00803013,20321,"Subscriber","1990",1,"1.664","10017","6","33.1","-9999","56","0","48","0","10","-999","-9999","0","0","0","0","0"
"5173","Thursday",270,2014-04-03 11:48:07,2014-04-03 11:52:37,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,17590,"Subscriber","1984",1,"0.955","10016","32828","27","-9999","37","0","53.1","0","10","-999","-9999","0","0","0","0","0"
"5174","Tuesday",281,2014-04-15 09:37:10,2014-04-15 09:41:51,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,362,"Broadway & W 37 St",40.75172632,-73.98753523,16775,"Subscriber","1988",1,"0.723","10017","0","57","0","90","0","60.1","12.7","5","-999","-9999","0","1","0","0","0"
"5175","Thursday",296,2014-04-17 09:08:09,2014-04-17 09:13:05,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,491,"E 24 St & Park Ave S",40.74096374,-73.98602213,17349,"Subscriber","1978",1,"1.213","10017","32815","19.9","-9999","48","0","37.9","12.7","10","30","-9999","0","0","0","0","0"
"5179","Wednesday",381,2014-04-09 12:37:00,2014-04-09 12:43:21,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,444,"Broadway & W 24 St",40.7423543,-73.98915076,18351,"Subscriber","1980",1,"0.979","10018","3","30","-9999","36","0","57","10.4","10","-999","-9999","0","0","0","0","0"
"5181","Monday",332,2014-04-21 10:17:28,2014-04-21 10:23:00,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,18588,"Subscriber","1983",1,"1.524","10018","-3","30","-9999","41","0","53.1","5.8","10","-999","-9999","0","0","0","0","0"
"5182","Thursday",295,2014-04-24 09:04:31,2014-04-24 09:09:26,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,447,"8 Ave & W 52 St",40.76370739,-73.9851615,18275,"Subscriber","1989",1,"1.133","10018","2","15.1","-9999","30","0","45","9.2","10","40.1","-9999","0","0","0","0","0"
"5183","Thursday",233,2014-04-10 14:59:25,2014-04-10 15:03:18,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,17431,"Subscriber","1982",1,"0.718","10016","32801","21","-9999","25","0","57","10.4","10","-999","-9999","0","0","0","0","0"
"5184","Monday",351,2014-04-21 11:28:17,2014-04-21 11:34:08,528,"2 Ave & E 31 St",40.74290902,-73.97706058,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,15974,"Subscriber","1985",1,"0.936","10016","-32781","28.9","-9999","37","0","55","4.6","10","-999","-9999","0","0","0","0","0"
"5185","Tuesday",556,2014-04-22 10:35:34,2014-04-22 10:44:50,531,"Forsyth St & Broome St",40.71893904,-73.99266288,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,18029,"Subscriber","1977",1,"1.256","10002","-8","45","-9999","60","0","59","6.9","10","-999","-9999","0","0","0","0","0"
"5187","Tuesday",243,2014-04-08 09:47:38,2014-04-08 09:51:41,536,"1 Ave & E 30 St",40.74144387,-73.97536082,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,19266,"Subscriber","1969",1,"0.931","10016","0","48.9","-9999","89","0","52","3.5","1","-999","-9999","0","0","0","0","0"
"5188","Wednesday",178,2014-04-23 13:55:44,2014-04-23 13:58:42,538,"W 49 St & 5 Ave",40.75795248,-73.97787642,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,19549,"Subscriber","1960",1,"1.163","10019","32828","34","-9999","44","0","55.9","8.1","10","-999","-9999","0","0","0","0","0"
"5189","Monday",344,2014-04-14 09:41:18,2014-04-14 09:47:02,538,"W 49 St & 5 Ave",40.75795248,-73.97787642,457,"Broadway & W 58 St",40.76695317,-73.98169333,18822,"Subscriber","1963",1,"1.026","10019","0","53.1","-9999","63","0","66","4.6","10","-999","-9999","0","0","0","0","0"
"5190","Thursday",258,2014-04-17 15:53:18,2014-04-17 15:57:36,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,21118,"Subscriber","1964",1,"0.927","10016","-32810","25","-9999","41","0","48","5.8","10","-999","-9999","0","0","0","0","0"
"5191","Tuesday",308,2014-04-01 10:14:32,2014-04-01 10:19:40,2009,"Catherine St & Monroe St",40.71117444,-73.99682619,316,"Fulton St & William St",40.70955958,-74.00653609,15808,"Subscriber","1980",1,"0.925","10002","70","25","-9999","46","0","45","6.9","10","41.2","-9999","0","0","0","0","0"
"5192","Tuesday",429,2014-04-01 16:31:16,2014-04-01 16:38:25,2012,"E 27 St & 1 Ave",40.739445,-73.976806,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,14701,"Subscriber","1970",1,"1.257","10016","-32789","28.9","-9999","33","0","57.9","4.6","10","-999","-9999","0","0","0","0","0"
"5193","Tuesday",166,2014-04-01 13:04:41,2014-04-01 13:07:27,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,447,"8 Ave & W 52 St",40.76370739,-73.9851615,15704,"Subscriber","1988",1,"0.774","10036","12","27","-9999","37","0","53.1","0","10","-999","-9999","0","0","0","0","0"
"5194","Friday",166,2014-04-04 09:17:23,2014-04-04 09:20:09,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,447,"8 Ave & W 52 St",40.76370739,-73.9851615,16324,"Subscriber","1985",1,"0.774","10036","12","35.1","-9999","74","0","43","8.1","10","38.2","-9999","0","0","0","0","0"
"5196","Thursday",691,2014-04-03 16:47:25,2014-04-03 16:58:56,116,"W 17 St & 8 Ave",40.74177603,-74.00149746,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,17428,"Subscriber","1975",1,"2.32","10011","-32776","18","-9999","15","0","66.9","0","10","-999","-9999","0","0","0","0","0"
"5197","Thursday",289,2014-04-10 09:12:35,2014-04-10 09:17:24,143,"Clinton St & Joralemon St",40.69239502,-73.99337909,2000,"Front St & Washington St",40.70255088,-73.98940236,19624,"Subscriber","1975",1,"0.813","11201","-12","17.1","-9999","27","0","50","6.9","10","-999","-9999","0","0","0","0","0"
"5198","Thursday",181,2014-04-17 11:28:38,2014-04-17 11:31:39,146,"Hudson St & Reade St",40.71625008,-74.0091059,387,"Centre St & Chambers St",40.71273266,-74.0046073,18561,"Subscriber","1967",1,"0.499","10013","9","24.1","-9999","49","0","42.1","12.7","10","35.2","-9999","0","0","0","0","0"
"5199","Thursday",252,2014-04-10 11:50:09,2014-04-10 11:54:21,147,"Greenwich St & Warren St",40.71542197,-74.01121978,3002,"South End Ave & Liberty St",40.711512,-74.015756,16719,"Subscriber","1981",1,"0.671","10007","-32785","17.1","-9999","24","0","53.1","4.6","10","-999","-9999","0","0","0","0","0"
"5201","Friday",208,2014-04-18 15:07:44,2014-04-18 15:11:12,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,498,"Broadway & W 32 St",40.74854862,-73.98808416,16831,"Subscriber","1980",1,"0.692","10017","-32828","28","-9999","48","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5202","Tuesday",258,2014-04-15 11:38:22,2014-04-15 11:42:40,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,509,"9 Ave & W 22 St",40.7454973,-74.00197139,16534,"Subscriber","1979",1,"1.183","10011","-14","57","0","90","0","60.1","-9999","6","-999","-9999","0","0","0","0","0"
"5203","Friday",635,2014-04-04 11:24:29,2014-04-04 11:35:04,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,19326,"Subscriber","1975",1,"1.886","10011","-32791","33.1","-9999","65","0","44.1","12.7","10","37.7","-9999","0","0","0","0","0"
"5204","Monday",482,2014-04-14 16:21:32,2014-04-14 16:29:34,173,"Broadway & W 49 St",40.76064679,-73.98442659,490,"8 Ave & W 33 St",40.751551,-73.993934,19038,"Subscriber","1987",1,"1.182","10019","32798","51.1","-9999","46","0","73","12.7","10","-999","-9999","0","0","0","0","0"
"5205","Friday",346,2014-04-11 13:01:22,2014-04-11 13:07:08,212,"W 16 St & The High Line",40.74334935,-74.00681753,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,16679,"Subscriber","1985",1,"0.851","10011","34","41","-9999","35","0","70","8.1","10","-999","-9999","0","0","0","0","0"
"5207","Thursday",336,2014-04-17 14:38:54,2014-04-17 14:44:30,229,"Great Jones St",40.72743423,-73.99379025,445,"E 10 St & Avenue A",40.72740794,-73.98142006,17722,"Subscriber","1975",1,"1.035","10012","-15","25","-9999","44","0","46","8.1","10","41.9","-9999","0","0","0","0","0"
"5208","Thursday",336,2014-04-17 16:38:23,2014-04-17 16:43:59,229,"Great Jones St",40.72743423,-73.99379025,445,"E 10 St & Avenue A",40.72740794,-73.98142006,15558,"Subscriber","1979",1,"1.035","10012","-15","27","-9999","46","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5209","Thursday",173,2014-04-24 11:54:45,2014-04-24 11:57:38,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,229,"Great Jones St",40.72743423,-73.99379025,15678,"Subscriber","1985",1,"0.825","10003","4","12.9","-9999","22","0","51.1","12.7","10","-999","-9999","0","0","0","0","0"
"5211","Tuesday",173,2014-04-29 11:51:35,2014-04-29 11:54:28,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,229,"Great Jones St",40.72743423,-73.99379025,18941,"Subscriber","1981",1,"0.825","10003","4","36","-9999","61","0","48.9","11.5","10","-999","-9999","0","0","0","0","0"
"5212","Tuesday",200,2014-04-08 09:57:02,2014-04-08 10:00:22,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,285,"Broadway & E 14 St",40.73454567,-73.99074142,18798,"Subscriber","1984",1,"0.843","10003","18","48.9","-9999","89","0","52","3.5","1","-999","-9999","0","0","0","0","0"
"5213","Monday",401,2014-04-21 10:15:05,2014-04-21 10:21:46,251,"Mott St & Prince St",40.72317958,-73.99480012,127,"Barrow St & Hudson St",40.73172428,-74.00674436,21101,"Subscriber","1988",1,"1.046","10012","-8","30","-9999","41","0","53.1","5.8","10","-999","-9999","0","0","0","0","0"
"5214","Friday",188,2014-04-18 15:37:21,2014-04-18 15:40:29,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,15279,"Subscriber","1970",1,"0.531","10011","2","28","-9999","48","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5215","Thursday",132,2014-04-17 09:29:50,2014-04-17 09:32:02,257,"Lispenard St & Broadway",40.71939226,-74.00247214,330,"Reade St & Broadway",40.71450451,-74.00562789,14695,"Subscriber","1982",1,"0.393","10013","56","19.9","-9999","48","0","37.9","12.7","10","30","-9999","0","0","0","0","0"
"5216","Monday",154,2014-04-14 15:30:50,2014-04-14 15:33:24,265,"Stanton St & Chrystie St",40.72229346,-73.99147535,229,"Great Jones St",40.72743423,-73.99379025,17940,"Subscriber","1985",1,"0.511","10002","7","51.1","-9999","45","0","73.9","9.2","10","-999","-9999","0","0","0","0","0"
"5217","Tuesday",148,2014-04-01 16:42:13,2014-04-01 16:44:41,267,"Broadway & W 36 St",40.75097711,-73.98765428,465,"Broadway & W 41 St",40.75513557,-73.98658032,17846,"Subscriber","1962",1,"0.692","10018","0","28.9","-9999","33","0","57.9","4.6","10","-999","-9999","0","0","0","0","0"
"5218","Thursday",420,2014-04-24 09:54:38,2014-04-24 10:01:38,267,"Broadway & W 36 St",40.75097711,-73.98765428,500,"Broadway & W 51 St",40.76228826,-73.98336183,20271,"Subscriber","1974",1,"1.323","10018","0","15.1","-9999","30","0","45","9.2","10","40.1","-9999","0","0","0","0","0"
"5219","Wednesday",218,2014-04-09 10:03:05,2014-04-09 10:06:43,276,"Duane St & Greenwich St",40.71748752,-74.0104554,387,"Centre St & Chambers St",40.71273266,-74.0046073,18458,"Subscriber","1947",1,"0.515","10013","20","30.9","-9999","45","0","52","8.1","10","-999","-9999","0","0","0","0","0"
"5220","Monday",455,2014-04-28 16:35:45,2014-04-28 16:43:20,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,347,"W Houston St & Hudson St",40.72873888,-74.00748842,20612,"Subscriber","1971",1,"1.326","10003","-9","30","-9999","28","0","64","9.2","10","-999","-9999","0","0","0","0","0"
"5221","Thursday",650,2014-04-17 16:32:18,2014-04-17 16:43:08,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,21521,"Subscriber","1962",1,"2.261","10022","-16","27","-9999","46","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5222","Thursday",132,2014-04-17 16:04:05,2014-04-17 16:06:17,316,"Fulton St & William St",40.70955958,-74.00653609,195,"Liberty St & Broadway",40.70905623,-74.01043382,18956,"Subscriber","1959",1,"0.312","10038","-32849","27","-9999","46","0","46.9","0","10","-999","-9999","0","0","0","0","0"
"5225","Wednesday",271,2014-04-16 10:25:17,2014-04-16 10:29:48,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,335,"Washington Pl & Broadway",40.72903917,-73.99404649,18013,"Subscriber","1981",1,"0.91","10003","16","15.1","-9999","46","0","34","5.8","10","28.8","-9999","0","0","0","0","0"
"5226","Friday",225,2014-04-04 09:00:26,2014-04-04 09:04:11,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,17131,"Subscriber","1978",1,"0.807","10282","1","35.1","-9999","74","0","43","8.1","10","38.2","-9999","0","0","0","0","0"
"5227","Thursday",385,2014-04-03 09:24:11,2014-04-03 09:30:36,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,427,"State St",40.70251526,-74.01427023,21657,"Subscriber","1968",1,"1.539","10282","-32776","27","-9999","44","0","48","5.8","10","-999","-9999","0","0","0","0","0"
"5228","Monday",254,2014-04-07 16:27:55,2014-04-07 16:32:09,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,15773,"Subscriber","1991",1,"1.105","10282","-32776","35.1","-9999","57","0","50","-9999","10","-999","-9999","0","0","0","0","0"
"5229","Wednesday",126,2014-04-16 10:13:19,2014-04-16 10:15:25,335,"Washington Pl & Broadway",40.72903917,-73.99404649,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,20367,"Subscriber","1973",1,"0.41","10003","-25","15.1","-9999","46","0","34","5.8","10","28.8","-9999","0","0","0","0","0"
"5231","Thursday",178,2014-04-10 10:28:08,2014-04-10 10:31:06,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,497,"E 17 St & Broadway",40.73704984,-73.99009296,18762,"Subscriber","1982",1,"0.613","10011","10","16","-9999","25","0","51.1","6.9","10","-999","-9999","0","0","0","0","0"
