"","day","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","distance","zip","elev","dew","precip","hum","snow","temp","windspeed","visibility","windchill","heatindex","fog","rain","hail","thunder","tornado","speed"
"19304","Friday",258,2014-03-14 15:09:13,2014-03-14 15:13:31,402,"Broadway & E 22 St",40.7403432,-73.98955109,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,19673,"Subscriber","1977",1,"1.101","10010","-9","10","-9999","27","0","42.1","8.1","10","37.1","-9999","0","0","0","0","0",15.3627906976744
"19306","Friday",349,2014-03-21 09:47:26,2014-03-21 09:53:15,417,"Barclay St & Church St",40.71291224,-74.01020234,337,"Old Slip & Front St",40.7037992,-74.00838676,16824,"Subscriber","1990",1,"1.135","10007","0","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",11.7077363896848
"19307","Monday",439,2014-03-10 16:55:08,2014-03-10 17:02:27,442,"W 27 St & 7 Ave",40.746647,-73.993915,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,15016,"Subscriber","1979",1,"1.593","10001","-32792","26.1","-9999","39","0","50","5.8","10","-999","-9999","0","0","0","0","0",13.0633257403189
"19309","Monday",445,2014-03-17 15:40:58,2014-03-17 15:48:23,447,"8 Ave & W 52 St",40.76370739,-73.9851615,490,"8 Ave & W 33 St",40.751551,-73.993934,17984,"Subscriber","1962",1,"1.666","10019","-5","5","-9999","31","0","33.1","-9999","10","-999","-9999","0","0","0","0","0",13.4777528089888
"19310","Friday",188,2014-03-07 11:58:12,2014-03-07 12:01:20,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,521,"8 Ave & W 31 St",40.75044999,-73.99481051,15688,"Subscriber","1962",1,"0.469","10011","-3","21.9","-9999","66","0","32","11.5","10","23","-9999","0","0","0","0","0",8.98085106382979
"19311","Friday",660,2014-03-14 09:27:57,2014-03-14 09:38:57,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,465,"Broadway & W 41 St",40.75513557,-73.98658032,16573,"Subscriber","1983",1,"1.581","10022","-32791","3","-9999","34","0","28","3.5","10","24.2","-9999","0","0","0","0","0",8.62363636363636
"19313","Friday",130,2014-03-14 12:47:10,2014-03-14 12:49:20,455,"1 Ave & E 44 St",40.75001986,-73.96905301,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,19041,"Subscriber","1966",1,"0.503","10017","0","8.1","-9999","33","0","35.1","3.5","10","32.2","-9999","0","0","0","0","0",13.9292307692308
"19315","Friday",236,2014-03-14 13:37:49,2014-03-14 13:41:45,455,"1 Ave & E 44 St",40.75001986,-73.96905301,385,"E 55 St & 2 Ave",40.75797322,-73.96603308,18136,"Subscriber","1976",1,"0.687","10017","32806","10","-9999","34","0","36","5.8","10","31.1","-9999","0","0","0","0","0",10.4796610169492
"19316","Monday",190,2014-03-10 13:51:33,2014-03-10 13:54:43,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,20289,"Subscriber","1969",1,"0.581","10011","7","21.9","-9999","39","0","46","6.9","10","42.5","-9999","0","0","0","0","0",11.0084210526316
"19317","Thursday",407,2014-03-20 12:05:38,2014-03-20 12:12:25,474,"5 Ave & E 29 St",40.7451677,-73.98683077,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,19831,"Subscriber","1962",1,"1.31","10016","-32803","30.9","-9999","48","0","50","10.4","10","-999","-9999","0","0","0","0","0",11.5872235872236
"19318","Monday",157,2014-03-24 12:47:24,2014-03-24 12:50:01,474,"5 Ave & E 29 St",40.7451677,-73.98683077,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,16248,"Subscriber","1959",1,"0.517","10016","-2","1.9","-9999","32","0","28.9","4.6","10","23.9","-9999","0","0","0","0","0",11.8547770700637
"19319","Thursday",492,2014-03-20 09:39:38,2014-03-20 09:47:50,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,379,"W 31 St & 7 Ave",40.749156,-73.9916,17257,"Subscriber","1957",1,"1.549","10003","-9","39","-9999","82","0","44.1","5.8","7","40.8","-9999","0","0","0","0","0",11.3341463414634
"19320","Tuesday",798,2014-03-25 16:13:12,2014-03-25 16:26:30,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,15718,"Subscriber","1972",1,"2.099","10003","-7","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",9.46917293233083
"19323","Thursday",167,2014-03-06 11:19:24,2014-03-06 11:22:11,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,19863,"Subscriber","1976",1,"0.391","10016","-32817","1.9","-9999","37","0","25","-9999","10","-999","-9999","0","0","0","0","0",8.42874251497006
"19324","Friday",332,2014-03-07 14:24:03,2014-03-07 14:29:35,486,"Broadway & W 29 St",40.7462009,-73.98855723,536,"1 Ave & E 30 St",40.74144387,-73.97536082,15581,"Subscriber","1986",1,"0.918","10001","-19","23","-9999","64","0","34","6.9","10","28","-9999","0","0","0","0","0",9.95421686746988
"19326","Wednesday",474,2014-03-19 09:13:50,2014-03-19 09:21:44,490,"8 Ave & W 33 St",40.751551,-73.993934,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,15785,"Subscriber","1974",1,"1.213","10001","-32798","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",9.2126582278481
"19327","Wednesday",401,2014-03-26 16:23:53,2014-03-26 16:30:34,499,"Broadway & W 60 St",40.76915505,-73.98191841,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,17252,"Subscriber","1960",1,"1.483","10463","13","3","-9999","27","0","34","12.7","10","25","-9999","0","0","0","0","0",13.3137157107232
"19328","Tuesday",427,2014-03-11 13:33:13,2014-03-11 13:40:20,500,"Broadway & W 51 St",40.76228826,-73.98336183,490,"8 Ave & W 33 St",40.751551,-73.993934,15271,"Subscriber","1970",1,"1.67","10019","32798","32","-9999","34","0","61","6.9","10","-999","-9999","0","0","0","0","0",14.07962529274
"19329","Tuesday",180,2014-03-18 09:04:57,2014-03-18 09:07:57,502,"Henry St & Grand St",40.714215,-73.981346,311,"Norfolk St & Broome St",40.7172274,-73.98802084,18800,"Subscriber","1989",1,"0.452","10002","-7","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",9.04
"19330","Monday",145,2014-03-31 12:25:12,2014-03-31 12:27:37,503,"E 20 St & Park Ave",40.73827428,-73.98751968,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,17354,"Subscriber","1981",1,"0.33","10003","-27","30","-9999","60","0","43","8.1","10","38.2","-9999","0","0","0","0","0",8.19310344827586
"19331","Monday",405,2014-03-24 13:08:08,2014-03-24 13:14:53,504,"1 Ave & E 15 St",40.73221853,-73.98165557,335,"Washington Pl & Broadway",40.72903917,-73.99404649,21591,"Subscriber","1955",1,"1.085","10009","22","1","-9999","28","0","30.9","5.8","10","25.2","-9999","0","0","0","0","0",9.64444444444444
"19332","Monday",95,2014-03-31 16:50:06,2014-03-31 16:51:41,509,"9 Ave & W 22 St",40.7454973,-74.00197139,463,"9 Ave & W 16 St",40.74206539,-74.00443172,21051,"Subscriber","1980",1,"0.271","10011","12","33.1","-9999","45","0","54","5.8","10","-999","-9999","0","0","0","0","0",10.2694736842105
"19333","Friday",492,2014-03-21 09:21:46,2014-03-21 09:29:58,521,"8 Ave & W 31 St",40.75044999,-73.99481051,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,16659,"Subscriber","1981",1,"1.484","10001","4","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",10.8585365853659
"19334","Tuesday",411,2014-03-25 16:33:50,2014-03-25 16:40:41,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,18508,"Subscriber","1971",1,"1.406","10035","32791","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",12.3153284671533
"19335","Friday",365,2014-03-14 16:40:16,2014-03-14 16:46:21,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,19029,"Subscriber","1972",1,"0.869","10018","-32801","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",8.57095890410959
"19336","Tuesday",306,2014-03-25 16:42:23,2014-03-25 16:47:29,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,486,"Broadway & W 29 St",40.7462009,-73.98855723,16873,"Subscriber","1984",1,"0.713","10018","0","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",8.38823529411765
"19338","Tuesday",528,2014-03-25 16:00:07,2014-03-25 16:08:55,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,19997,"Subscriber","1978",1,"1.464","10016","0","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",9.98181818181818
"19339","Friday",252,2014-03-21 14:06:47,2014-03-21 14:10:59,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,21664,"Subscriber","1984",1,"0.77","10016","-32801","18","-9999","29","0","48.9","9.2","10","-999","-9999","0","0","0","0","0",11
"19341","Wednesday",120,2014-03-12 13:38:33,2014-03-12 13:40:33,528,"2 Ave & E 31 St",40.74290902,-73.97706058,297,"E 15 St & 3 Ave",40.734232,-73.986923,14784,"Subscriber","1962",1,"1.167","10016","12","42.1","-9999","66","0","53.1","0","8","-999","-9999","0","0","0","0","0",35.01
"19342","Thursday",120,2014-03-27 10:19:19,2014-03-27 10:21:19,528,"2 Ave & E 31 St",40.74290902,-73.97706058,297,"E 15 St & 3 Ave",40.734232,-73.986923,19722,"Subscriber","1971",1,"1.167","10016","12","6.1","-9999","41","0","27","8.1","10","18.7","-9999","0","0","0","0","0",35.01
"19343","Monday",351,2014-03-10 09:30:32,2014-03-10 09:36:23,538,"W 49 St & 5 Ave",40.75795248,-73.97787642,457,"Broadway & W 58 St",40.76695317,-73.98169333,15881,"Subscriber","1971",1,"1.026","10019","0","27","0","67","0","37","6.9","8","31.6","-9999","0","0","0","0","0",10.5230769230769
"19344","Monday",304,2014-03-31 15:06:27,2014-03-31 15:11:31,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,402,"Broadway & E 22 St",40.7403432,-73.98955109,16613,"Subscriber","1979",1,"0.805","10016","-18","33.1","-9999","47","0","53.1","10.4","10","-999","-9999","0","0","0","0","0",9.53289473684211
"19345","Monday",840,2014-03-10 16:15:03,2014-03-10 16:29:03,2012,"E 27 St & 1 Ave",40.739445,-73.976806,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,18658,"Subscriber","1951",1,"1.888","10016","2","26.1","-9999","39","0","50","5.8","10","-999","-9999","0","0","0","0","0",8.09142857142857
"19346","Tuesday",500,2014-03-25 16:05:48,2014-03-25 16:14:08,2012,"E 27 St & 1 Ave",40.739445,-73.976806,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,19204,"Subscriber","1970",1,"1.257","10016","-32789","12","-9999","36","0","37","6.9","10","31.6","-9999","0","0","0","0","0",9.0504
"19347","Friday",242,2014-03-28 16:49:04,2014-03-28 16:53:06,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,16231,"Subscriber","1973",1,"0.77","10012","32","46.9","-9999","64","0","59","6.9","10","-999","-9999","0","0","0","0","0",11.4545454545455
"19348","Monday",164,2014-03-10 13:09:24,2014-03-10 13:12:08,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,474,"5 Ave & E 29 St",40.7451677,-73.98683077,15614,"Subscriber","1971",1,"0.551","10017","-25","21.9","-9999","39","0","46","6.9","10","42.5","-9999","0","0","0","0","0",12.0951219512195
"19349","Wednesday",315,2014-03-26 11:11:03,2014-03-26 11:16:18,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,490,"8 Ave & W 33 St",40.751551,-73.993934,17206,"Subscriber","1959",1,"1.012","10017","-30","3.9","-9999","29","0","33.1","15","10","23","-9999","0","0","0","0","0",11.5657142857143
"19350","Wednesday",346,2014-03-19 11:58:39,2014-03-19 12:04:25,212,"W 16 St & The High Line",40.74334935,-74.00681753,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,21626,"Subscriber","1978",1,"0.851","10011","34","28","-9999","68","0","37.9","9.2","10","31.5","-9999","0","0","0","0","0",8.85433526011561
"19351","Wednesday",246,2014-03-19 15:36:51,2014-03-19 15:40:57,229,"Great Jones St",40.72743423,-73.99379025,285,"Broadway & E 14 St",40.73454567,-73.99074142,19215,"Subscriber","1986",1,"0.814","10012","14","30.9","-9999","65","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",11.9121951219512
"19352","Tuesday",229,2014-03-11 12:12:07,2014-03-11 12:15:56,229,"Great Jones St",40.72743423,-73.99379025,432,"E 7 St & Avenue A",40.72621788,-73.98379855,14982,"Subscriber","1968",1,"0.876","10012","-9","34","-9999","41","0","57.9","6.9","10","-999","-9999","0","0","0","0","0",13.7711790393013
"19353","Monday",259,2014-03-17 16:50:24,2014-03-17 16:54:43,233,"Joralemon St & Adams St",40.69246277,-73.98963911,2000,"Front St & Washington St",40.70255088,-73.98940236,15078,"Subscriber","1978",1,"0.835","11201","-27","3","-9999","28","0","33.1","9.2","10","25.5","-9999","0","0","0","0","0",11.6061776061776
"19354","Monday",105,2014-03-31 10:30:30,2014-03-31 10:32:15,241,"DeKalb Ave & S Portland Ave",40.68981035,-73.97493121,324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,19909,"Subscriber","1988",1,"0.477","11217","2","30.9","-9999","76","0","37.9","8.1","10","32.1","-9999","0","0","0","0","0",16.3542857142857
"19355","Wednesday",407,2014-03-26 09:02:57,2014-03-26 09:09:44,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,17003,"Subscriber","1981",1,"1.21","10011","35","10.9","-9999","43","0","30.9","9.2","10","22.8","-9999","0","0","0","0","0",10.7027027027027
"19356","Friday",289,2014-03-14 09:10:59,2014-03-14 09:15:48,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,20043,"Subscriber","1977",1,"0.742","10011","5","3","-9999","34","0","28","3.5","10","24.2","-9999","0","0","0","0","0",9.24290657439446
"19357","Wednesday",478,2014-03-26 10:16:39,2014-03-26 10:24:37,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,474,"5 Ave & E 29 St",40.7451677,-73.98683077,18303,"Subscriber","1983",1,"1.413","10011","19","7","-9999","35","0","32","17.3","10","20.8","-9999","0","0","0","0","0",10.6418410041841
"19359","Wednesday",289,2014-03-19 15:55:35,2014-03-19 16:00:24,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,17286,"Subscriber","1955",1,"0.68","10011","25","30.9","-9999","65","0","42.1","6.9","10","37.7","-9999","0","0","0","0","0",8.47058823529412
"19360","Monday",287,2014-03-24 15:34:26,2014-03-24 15:39:13,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,17516,"Subscriber","1974",1,"0.973","10003","-42","1","-9999","26","0","33.1","11.5","10","24.4","-9999","0","0","0","0","0",12.2048780487805
"19362","Thursday",773,2014-03-27 16:50:29,2014-03-27 17:03:22,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,15437,"Subscriber","1977",1,"2.537","10022","-32811","3.9","-9999","21","0","42.1","5.8","10","38.4","-9999","0","0","0","0","0",11.8152652005175
"19363","Tuesday",252,2014-03-25 09:39:53,2014-03-25 09:44:05,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,17942,"Subscriber","1971",1,"0.807","10282","1","12","-9999","44","0","32","4.6","10","27.5","-9999","0","0","0","0","0",11.5285714285714
"19364","Friday",757,2014-03-14 16:33:30,2014-03-14 16:46:07,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,521,"8 Ave & W 31 St",40.75044999,-73.99481051,21350,"Subscriber","1972",1,"3.321","10013","3","10","-9999","25","0","44.1","9.2","10","39","-9999","0","0","0","0","0",15.7933949801849
"19365","Friday",123,2014-03-28 14:44:29,2014-03-28 14:46:32,350,"Clinton St & Grand St",40.71559509,-73.9870295,502,"Henry St & Grand St",40.714215,-73.981346,14978,"Subscriber","1990",1,"0.396","10002","-22","45","-9999","72","0","54","4.6","9","-999","-9999","0","0","0","0","0",11.590243902439
"19366","Wednesday",294,2014-03-19 09:45:38,2014-03-19 09:50:32,357,"E 11 St & Broadway",40.73261787,-73.99158043,168,"W 18 St & 6 Ave",40.73971301,-73.99456405,17174,"Subscriber","1984",1,"0.78","10003","-6","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",9.55102040816327
"19367","Monday",367,2014-03-31 09:01:20,2014-03-31 09:07:27,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,377,"6 Ave & Canal St",40.72243797,-74.00566443,15267,"Subscriber","1987",1,"1.064","10014","-6","32","-9999","82","0","37","4.6","10","33.3","-9999","0","0","0","0","0",10.4370572207084
"19368","Wednesday",198,2014-03-05 11:39:41,2014-03-05 11:42:59,361,"Allen St & Hester St",40.71605866,-73.99190759,408,"Market St & Cherry St",40.71076228,-73.99400398,20791,"Subscriber","1955",1,"0.522","10002","-6","10","-9999","35","0","35.1","4.6","10","31","-9999","0","0","0","0","0",9.49090909090909
"19369","Monday",254,2014-03-10 16:26:37,2014-03-10 16:30:51,362,"Broadway & W 37 St",40.75172632,-73.98753523,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,16869,"Subscriber","1988",1,"0.708","10018","0","26.1","-9999","39","0","50","5.8","10","-999","-9999","0","0","0","0","0",10.0346456692913
"19370","Tuesday",536,2014-03-25 15:41:22,2014-03-25 15:50:18,367,"E 53 St & Lexington Ave",40.75828065,-73.97069431,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,19353,"Subscriber","1974",1,"1.55","10022","32791","10.9","-9999","33","0","37.9","6.9","10","32.7","-9999","0","0","0","0","0",10.410447761194
"19371","Wednesday",274,2014-03-26 09:04:06,2014-03-26 09:08:40,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,229,"Great Jones St",40.72743423,-73.99379025,18936,"Subscriber","1982",1,"0.639","10014","13","10.9","-9999","43","0","30.9","9.2","10","22.8","-9999","0","0","0","0","0",8.3956204379562
"19372","Wednesday",380,2014-03-26 10:11:34,2014-03-26 10:17:54,379,"W 31 St & 7 Ave",40.749156,-73.9916,496,"E 16 St & 5 Ave",40.73726186,-73.99238967,15649,"Subscriber","1967",1,"1.11","10001","10","7","-9999","35","0","32","17.3","10","20.8","-9999","0","0","0","0","0",10.5157894736842
"19373","Thursday",200,2014-03-13 12:31:40,2014-03-13 12:35:00,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,442,"W 27 St & 7 Ave",40.746647,-73.993915,19310,"Subscriber","1972",1,"0.674","10001","7","1.9","-9999","42","0","21.9","13.8","10","9.2","-9999","0","0","0","0","0",12.132
"19374","Thursday",219,2014-03-13 10:01:56,2014-03-13 10:05:35,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,21476,"Subscriber","1972",1,"0.623","10001","13","1","-9999","44","0","19.9","15","10","6.2","-9999","0","0","0","0","0",10.241095890411
"19375","Thursday",203,2014-03-20 16:26:19,2014-03-20 16:29:42,390,"Duffield St & Willoughby St",40.69221589,-73.9842844,271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813,18070,"Subscriber","1975",1,"0.968","11201","-30","26.1","-9999","38","0","51.1","16.1","10","-999","-9999","0","0","0","0","0",17.1665024630542
"19376","Friday",364,2014-03-21 09:43:57,2014-03-21 09:50:01,393,"E 5 St & Avenue C",40.72299208,-73.97995466,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,21359,"Subscriber","1985",1,"0.98","10009","44","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",9.69230769230769
"19377","Tuesday",579,2014-03-18 09:22:54,2014-03-18 09:32:33,393,"E 5 St & Avenue C",40.72299208,-73.97995466,531,"Forsyth St & Broome St",40.71893904,-73.99266288,19528,"Subscriber","1955",1,"1.173","10009","10","14","-9999","51","0","30","6.9","10","23.2","-9999","0","0","0","0","0",7.29326424870466
"19378","Friday",444,2014-03-28 09:09:36,2014-03-28 09:17:00,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,79,"Franklin St & W Broadway",40.71911552,-74.00666661,19003,"Subscriber","1973",1,"1.246","10003","3","36","-9999","59","0","50","-9999","10","-999","-9999","0","0","0","0","0",10.1027027027027
"19379","Wednesday",146,2014-03-12 16:16:14,2014-03-12 16:18:40,416,"Cumberland St & Lafayette Ave",40.68753406,-73.97265183,271,"Ashland Pl & Hanson Pl",40.68528172,-73.97805813,19211,"Subscriber","1972",1,"0.688","11205","1","42.1","-9999","60","0","55.9","3.5","7","-999","-9999","0","0","0","0","0",16.9643835616438
"19381","Wednesday",241,2014-03-19 09:00:45,2014-03-19 09:04:46,417,"Barclay St & Church St",40.71291224,-74.01020234,360,"William St & Pine St",40.70717936,-74.00887308,18566,"Subscriber","1968",1,"0.731","10007","0","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
"19382","Wednesday",307,2014-03-12 09:34:22,2014-03-12 09:39:29,417,"Barclay St & Church St",40.71291224,-74.01020234,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,20983,"Subscriber","1982",1,"1.744","10007","0","35.1","-9999","63","0","46.9","4.6","7","-999","-9999","0","0","0","0","0",0
"19383","Friday",420,2014-03-21 09:20:05,2014-03-21 09:27:05,422,"W 59 St & 10 Ave",40.770513,-73.988038,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,16396,"Subscriber","1985",1,"1.913","10019","-34","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",0
"19384","Friday",444,2014-03-14 11:50:26,2014-03-14 11:57:50,427,"State St",40.70251526,-74.01427023,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,20798,"Subscriber","1963",1,"1.298","10038","32776","7","-9999","35","0","32","5.8","10","26.4","-9999","0","0","0","0","0",0
"19385","Friday",277,2014-03-21 09:09:53,2014-03-21 09:14:30,441,"E 52 St & 2 Ave",40.756014,-73.967416,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,19481,"Subscriber","1988",1,"1.242","10022","-32796","19","-9999","43","0","39.9","6.9","10","35.1","-9999","0","0","0","0","0",0
"19388","Tuesday",306,2014-03-11 12:01:14,2014-03-11 12:06:20,444,"Broadway & W 24 St",40.7423543,-73.98915076,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,18056,"Subscriber","1986",1,"0.888","10010","-19","34","-9999","41","0","57.9","6.9","10","-999","-9999","0","0","0","0","0",0
"19389","Friday",432,2014-03-21 15:52:42,2014-03-21 15:59:54,444,"Broadway & W 24 St",40.7423543,-73.98915076,519,"E 42 St & Vanderbilt Ave",40.752416,-73.97837,18622,"Subscriber","1973",1,"1.327","10010","-32804","17.1","-9999","27","0","50","11.5","10","-999","-9999","0","0","0","0","0",0
"19390","Monday",164,2014-03-24 13:33:09,2014-03-24 13:35:53,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,521,"8 Ave & W 31 St",40.75044999,-73.99481051,17149,"Subscriber","1977",1,"0.636","10001","-18","1","-9999","28","0","30.9","5.8","10","25.2","-9999","0","0","0","0","0",0
"19391","Thursday",420,2014-03-20 14:06:11,2014-03-20 14:13:11,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,359,"E 47 St & Park Ave",40.75510267,-73.97498696,19323,"Subscriber","1980",1,"1.247","10019","-32796","25","-9999","35","0","52","10.4","10","-999","-9999","0","0","0","0","0",0
"19392","Thursday",420,2014-03-27 09:28:47,2014-03-27 09:35:47,449,"W 52 St & 9 Ave",40.76461837,-73.98789473,359,"E 47 St & Park Ave",40.75510267,-73.97498696,18927,"Subscriber","1980",1,"1.247","10019","-32796","6.1","-9999","45","0","25","8.1","10","16.3","-9999","0","0","0","0","0",0
"19393","Friday",252,2014-03-28 15:20:17,2014-03-28 15:24:29,458,"11 Ave & W 27 St",40.751396,-74.005226,442,"W 27 St & 7 Ave",40.746647,-73.993915,17093,"Subscriber","1970",1,"0.88","10001","12","46","-9999","65","0","57.9","5.8","10","-999","-9999","0","0","0","0","0",0
"19394","Monday",346,2014-03-03 16:16:40,2014-03-03 16:22:26,463,"9 Ave & W 16 St",40.74206539,-74.00443172,521,"8 Ave & W 31 St",40.75044999,-73.99481051,17803,"Subscriber","1982",1,"1.094","10017","-9","0","-9999","38","0","21.9","4.6","10","15.7","-9999","0","0","0","0","0",0
"19395","Thursday",217,2014-03-06 15:56:20,2014-03-06 15:59:57,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,173,"Broadway & W 49 St",40.76064679,-73.98442659,16933,"Subscriber","1988",1,"0.632","10036","-32791","3.9","-9999","33","0","30","4.6","10","25.2","-9999","0","0","0","0","0",0
"19398","Tuesday",248,2014-03-25 12:45:35,2014-03-25 12:49:43,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,16998,"Subscriber","1972",1,"1.616","10019","-21","6.1","-9999","27","0","37.9","3.5","10","35.5","-9999","0","0","0","0","0",0
"19400","Wednesday",347,2014-03-19 10:42:16,2014-03-19 10:48:03,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,442,"W 27 St & 7 Ave",40.746647,-73.993915,15516,"Subscriber","1971",1,"0.957","10018","18","27","-9999","70","0","36","8.1","10","29.6","-9999","0","0","0","0","0",0
"19401","Monday",383,2014-03-17 16:51:04,2014-03-17 16:57:27,490,"8 Ave & W 33 St",40.751551,-73.993934,447,"8 Ave & W 52 St",40.76370739,-73.9851615,21544,"Subscriber","1983",1,"0.958","10001","5","3","-9999","28","0","33.1","9.2","10","25.5","-9999","0","0","0","0","0",0
"19402","Thursday",332,2014-03-27 15:18:20,2014-03-27 15:23:52,490,"8 Ave & W 33 St",40.751551,-73.993934,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,16667,"Subscriber","1997",1,"0.879","10001","5","5","-9999","23","0","41","4.6","10","38","-9999","0","0","0","0","0",0
"19403","Thursday",150,2014-03-27 16:49:47,2014-03-27 16:52:17,490,"8 Ave & W 33 St",40.751551,-73.993934,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,21163,"Subscriber","1975",1,"0.453","10001","-24","3.9","-9999","21","0","42.1","5.8","10","38.4","-9999","0","0","0","0","0",0
"19404","Monday",231,2014-03-03 10:59:35,2014-03-03 11:03:26,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,352,"W 56 St & 6 Ave",40.76340613,-73.97722479,15451,"Subscriber","1972",1,"0.572","10019","0","1.9","-9999","44","0","21","6.9","10","12.4","-9999","0","0","0","0","0",0
"19405","Wednesday",223,2014-03-19 09:07:19,2014-03-19 09:11:02,497,"E 17 St & Broadway",40.73704984,-73.99009296,2003,"1 Ave & E 18 St",40.73416059,-73.98024289,19605,"Subscriber","1975",1,"0.641","10003","-12","27","-9999","75","0","34","9.2","10","26.6","-9999","0","0","0","0","0",0
